English,French,Chinese,Pingying,Spanish,German
ascertain,vérifier,探明,tàn míng,cerciorarse,ermitteln
ashore,à terre,岸上,àn shàng,en tierra,an land
asparagus,asperges,芦笋,lú sǔn,espárragos,spargel
aspiration,aspiration,愿望,yuàn wàng,aspiración,aspiration
assent,assentiment,同意,tóng yì,asentir,zustimmung
assert,affirmer,断言,duàn yán,afirmar,behaupten
assimilate,assimiler,吸收,xī shōu,asimilar,assimilieren
astray,égaré,误入歧途,wù rù qí tú,por mal camino,irreführend
atheism,athéisme,无神论,wú shén lùn,ateísmo,atheismus
atrocious,atroce,残暴的,cán bào de,atroz,scheußlich
audible,audible,听得见的,tīng dé jiàn de,audible,hörbar
austerity,austérité,紧缩,jǐn suō,austeridad,strenge
auxiliary,auxiliaire,辅助的,fǔ zhù de,auxiliar,hilfs-
avalanche,avalanche,雪崩,xuě bēng,avalancha,lawine
aversion,aversion,厌恶,yàn è,aversión,abneigung
aviation,aviation,航空,háng kōng,aviación,luftfahrt
bale,balle,包,bāo,bala,ballen
bamboo,bambou,竹子,zhú zǐ,bambú,bambus
barley,orge,大麦,dà mài,cebada,gerade noch
barracks,casernes,军营,jūn yíng,cuartel,kaserne
barren,dénudé,荒芜,huāng wú,estéril,unfruchtbar
barricade,barricade,路障,lù zhàng,barricada,barrikade
barter,troc,物物交换,wù wù jiāo huàn,permuta,tausch
beech,hêtre,山毛榉,shān máo jǔ,haya,buche
beetroot,betterave,红菜头,hóng cài tóu,raíz de remolacha,rote beete
benediction,bénédiction,祝福,zhù fú,bendición,segen
bereave,priver,丧亲,sāng qīn,privar,berauben
berch,berceau,伯奇,bó qí,berch,berch
bilateral,bilatéral,双边,shuāng biān,bilateral,bilateral
birch,bouleau,桦木,huà mù,abedul,birke
bladder,vessie,膀胱,bǎng guāng,vejiga,blase
bleat,bêler,咩咩叫,miē miē jiào,balido,blöken
blister,cloque,水疱,shuǐ pào,ampolla,blase
blot,tache,印迹,yìn jī,mancha,fleck
boar,sanglier,公猪,gōng zhū,jabali,eber
bonfire,feu,篝火,gōu huǒ,hoguera,lagerfeuer
bonnet,bonnet,引擎盖,yǐn qíng gài,capó,motorhaube
botany,botanique,植物学,zhí wù xué,botánica,botanik
box-office,box-office,票房,piào fáng,taquilla,theaterkasse
boycott,boycotter,联合抵制,lián hé dǐ zhì,boicotear,boykott
boyish,de garçon,孩子气的,hái zǐ qì de,infantil,jungenhaft
brim,bord,帽檐,mào yán,borde,rand
brisk,rapide,轻快,qīng kuài,enérgico,rege
brooch,broche,胸针,xiōng zhēn,broche,brosche
brood,nichée,育雏,yù chú,cría,brut
brow,front,眉头,méi tóu,frente,braue
bulk,masse,大部分,dà bù fēn,a granel,schüttgut
bulletin,bulletin,公告,gōng gào,boletín,bekanntmachung
buoyancy,flottabilité,浮力,fú lì,flotabilidad,auftrieb
calamity,calamité,灾害,zāi hài,calamidad,unglück
camomile,camomille,甘菊,gān jú,manzanilla,kamille
canary,canari,金丝雀,jīn sī què,canario,kanarienvogel
candied,confit,脯,fǔ,azucarado,kandiert
canteen,cantine,食堂,shí táng,cantina,kantine
canvass,solliciter,帆布,fān bù,sondeo,werbung
capability,aptitude,能力,néng lì,capacidad,fähigkeit
caprice,caprice,任性,rèn xìng,capricho,laune
captivity,captivité,囚禁,qiú jìn,cautiverio,gefangenschaft
caravan,caravane,大篷车,dà péng chē,caravana,wohnwagen
cardinal,cardinal,红衣主教,hóng yī zhǔ jiào,cardenal,kardinal
caress,caresse,抚摸,fǔ mō,caricia,streicheln
carp,carpe,鲤鱼,lǐ yú,carpa,karpfen
cartrige,cartouche,墨盒,mo hé,cartucho,patrone
cask,fût,木桶,mù tǒng,barril,fass
cataract,cataracte,白内障,bái nèi zhàng,catarata,katarakt
caterpillar,chenille,毛虫,máo chóng,oruga,raupe
cathedral,cathédrale,大教堂,dà jiào táng,catedral,dom
cauliflower,choufleur,菜花,cài huā,coliflor,blumenkohl
catastrophe,catastrophe,灾难,zāi nán,catástrofe,katastrophe
cavalry,cavalerie,骑兵,qí bīng,caballería,kavallerie
cede,céder,放弃,fàng qì,cede,abtreten
celery,céleri,芹菜,qín cài,apio,sellerie
census,recensement,人口普查,rén kǒu pǔ chá,censo,volkszählung
cessation,cessation,停止,tíng zhǐ,cesación,einstellung
chaste,chaste,贞洁,zhēn jí,casto,keusch
chatter,bavarder,喋喋不休,dié dié bù xiū,charla,geschwätz
chirp,gazouiller,啁啾,zhōu jiū,chirrido,zwitschern
chisel,ciseau,凿,záo,cincel,meißel
chivalrous,chevaleresque,侠义的,xiá yì de,caballerosidad,ritterlich
chord,accord,弦,xián,acorde,akkord
cipher,chiffrer,密码,mì mǎ,cifrar,chiffre
clad,habillé,包覆,bāo fù,revestido,bekleidet
clang,bruit,铛,dāng,sonido metálico,klingeln
clasp,fermoir,扣,kòu,corchete,schließe
clatter,bruit,哒,dā,estrépito,klappern
clench,serrer,握紧,wo jǐn,apretar,ballen
clod,motte de terre,土块,tǔ kuài,terrón,scholle
clove,clou de girofle,丁香,dīng xiāng,clavo,nelke
clumsiness,maladresse,笨拙,bèn zhuó,torpeza,ungeschicklichkeit
clutch,embrayage,离合器,chī hé qì,embrague,kupplung
coarse,grossier,粗,cū,grueso,grob
coax,amadouer,哄,hōng,engatusar,überreden
cobbler,cordonnier,皮匠,pí jiàng,zapatero,schuster
cod,la morue,鳕鱼,xuě yú,bacalao,kabeljau
cod-liver,foie de morue,鳕鱼肝油,xuě yú gān yóu,hígado de bacalao,lebertran
cognition,cognition,认识,rèn shì,cognición,erkenntnis
coil,bobine,线圈,xiàn quān,bobina,spule
collaborate,collaborer,合作,hé zuo,colaborar,zusammenarbeiten
colt,poulain,小马,xiǎo mǎ,potro,fohlen
combustible,combustible,易燃,yì rán,combustible,brennbar
comet,comète,彗星,huì xīng,cometa,komet
commence,commencer,开始,kāi shǐ,comenzar,beginnen
commotion,agitation,骚动,sāo dòng,conmoción,aufregung
compel,contraindre,迫使,po shǐ,obligar,zwingen
compile,compiler,编译,biān yì,compilar,kompilieren
compliance,conformité,遵守,zūn shǒu,cumplimiento,einhaltung
compose,composer,撰写,zhuàn xiě,componer,komponieren
compress,compresse,压缩,yā suō,comprimir,kompresse
comprise,comprendre,包括,bāo guā,comprender,umfassen
consession,concession,会议,huì yì,consesión,konzession
conciliate,concilier,调解,diào jiě,conciliar,versöhnen
concord,concorde,和睦,hé mù,concordia,eintracht
condensed,condensé,浓缩的,nóng suō de,condensado,kondensiert
confederate,confédéré,邦联,bāng lián,confederado,verbündeter
confer,conférer,授予,shòu yú,conferir,verleihen
confiscate,confisquer,没收,méi shōu,confiscar,beschlagnahmen
conform,se conformer,符合,fú hé,ajustarse,konform
conjecture,conjecture,推测,tuī cè,conjetura,vermutung
conjunction,conjonction,连词,lián cí,conjunción,verbindung
consensus,consensus,共识,gòng shì,consenso,konsens
consignment,consignation,寄售,jì shòu,envío,sendung
consternation,consternation,惊愕,liáng è,consternación,bestürzung
constituent,constituant,组分,zǔ fēn,constitucion,bestandteil
constrain,contraindre,约束,yuē shù,constreñir,einschränken
construe,interpréter,解释,jiě shì,interpretar,konstruieren
consume,consommer,消耗,xiāo hào,consumir,verbrauchen
contend,combattre,抗衡,kàng héng,contender,kämpfen
contentment,contentement,满意,mǎn yì,contentamiento,zufriedenheit
continual,continuel,持续的,chí xù de,continuo,kontinuierlich
contraceptive,contraceptif,避孕药,bì yùn yào,anticonceptivo,verhütungsmittel
contrivance,stratagème,发明,fā míng,estratagema,einrichtung
convey,transmettre,传达,chuán dá,transmitir,vermitteln
co-operate,coopérer,合作,hé zuo,cooperar,kooperieren
co-ordinate,coordonner,协调,xié diào,coordinar,koordinate
coral,corail,珊瑚,shān hú,coral,koralle
coronation,couronnement,加冕,jiā miǎn,coronación,krönung
correspond,correspondre,对应,duì yìng,corresponder,entsprechen
cosy,confortable,舒适,shū guā,acogedor,lauschig
countess,comtesse,伯爵夫人,bó jué fū rén,condesa,gräfin
crater,cratère,火山口,huǒ shān kǒu,cráter,krater
crayfish,écrevisse,小龙虾,xiǎo lóng xiā,cangrejo de río,flusskrebs
crease,pli,折痕,zhé hén,pliegue,falte
creche,crèche,托儿所,tuō ér suǒ,guardería,krippe
credulous,crédule,轻信,qīng xìn,crédulo,leichtgläubig
crescent,croissant,新月,xīn yuè,creciente,halbmond
crest,crête,波峰,bō fēng,cresta,kamm
croak,crever,发牢骚,fā láo sāo,croar,krächzen
crochet,crocheter,钩针编织,gōu zhēn biān zhī,tejer,häkeln
crockery,vaisselle,陶器,táo qì,vajilla,geschirr
crumple,froisser,揉皱,róu zhòu,arruga,zerknittern
crusade,croisade,运动,yùn dòng,cruzada,kreuzzug
cudgel,trique,棍棒,gùn bàng,porra,knüppel
currant,groseille,黑醋栗,hēi cù lì,grosella,johannisbeere
cutlery,coutellerie,刀具,dāo jù,cuchillería,besteck
cutlet,escalope,炸肉排,zhà ròu pái,chuleta,kotelett
cyber,cyber,网络,wǎng luo,cibernético,cyber
cypress,cyprès,柏,bó,ciprés,zypresse
daffodil,jonquille,水仙花,shuǐ xiān huā,narciso,narzisse
dainty,délicat,纤巧,xiān qiǎo,delicado,zierlich
dandelion,pissenlit,蒲公英,pú gōng yīng,diente de león,löwenzahn
dane,danois,丹麦人,dān mài rén,danés,däne
dangle,pendre,悬垂,xuán chuí,colgar,baumeln
daze,hébéter,发呆,fā ái,aturdimiento,benommenheit
debit,débit,借方,jiè fāng,débito,lastschrift
deceit,tromperie,欺骗,qī piàn,engaño,täuschung
deduce,déduire,推断,tuī duàn,deducir,ableiten
default,défaut,默认,mo rèn,defecto,ursprünglich
defer,reporter,推迟,tuī chí,aplazar,verschieben
defiance,défi,蔑视,miè shì,desafío,trotz
deficiency,carence,不足,bù zú,deficiencia,mangel
deform,déformer,变形,biàn xíng,deformar,verformen
defrost,dégivrer,除霜,chú shuāng,descongelar,auftauen
degenerate,dégénérer,退化,tuì huà,degenerar,degenerieren
degradation,dégradation,降解,jiàng jiě,degradación,degradierung
deity,déité,神,shén,deidad,gottheit
dejection,abattement,沮丧,jū sāng,abatimiento,niedergeschlagenheit
delicacy,délicatesse,美味,měi wèi,delicadeza,delikatesse
deluge,inonder,洪水,hóng shuǐ,diluvio,sintflut
demolish,démolir,拆除,chāi chú,demoler,zerstören
demure,sage,端庄,duān zhuāng,recatado,zurückhaltend
deplorable,déplorable,可悲的,kě bēi de,deplorable,beklagenswert
deport,expulser,驱逐出境,qū zhú chū jìng,deportar,deportieren
deprivation,privation,剥夺,bō duó,privación,entbehrung
deride,railler,嘲笑,cháo xiào,ridiculizar,verspotten
desirable,souhaitable,可取的,kě qū de,deseable,wünschenswert
desolate,désolé,荒凉,huāng liáng,solitario,verwüsten
despot,despote,暴君,bào jūn,déspota,despot
deter,dissuader,阻止,zǔ zhǐ,desalentar,abhalten
detergent,détergent,洗涤剂,xǐ dí jì,detergente,waschmittel
detriment,détriment,损害,sǔn hài,detrimento,nachteil
devolution,dévolution,权力下放,quán lì xià fàng,devolución,übertragung
diarrhoea,la diarrhée,腹泻,fù xiè,diarrea,durchfall
dilate,dilater,扩张,kuo zhāng,dilatar,erweitern
diligence,diligence,勤勉,qín miǎn,diligencia,sorgfalt
diminish,talon,减少,jiǎn shǎo,disminuir,verringern
disapproval,désapprobation,不赞成,bù zàn chéng,desaprobación,missbilligung
disbelief,incrédulité,怀疑,huái yí,incredulidad,unglaube
discard,jeter,丢弃,diū qì,descarte,verwerfen
disciple,disciple,弟子,dì zǐ,discípulo,schüler
discomfort,inconfort,不适,bù guā,incomodidad,leichte schmerzen
discredit,discrédit,抹黑,mǒ hēi,descrédito,diskreditieren
dismal,lugubre,惨淡,cǎn dàn,triste,trostlos
dispatch,envoi,派遣,pài qiǎn,envío,versenden
dissatisfaction,insatisfaction,不满意,bù mǎn yì,insatisfacción,unzufriedenheit
domicile,domicile,住所,zhù suǒ,domicilio,domizil
dormitory,dortoir,宿舍,sù shè,dormitorio,schlafsaal
dowry,dot,嫁妆,jià zhuāng,dote,mitgift
drape,draper,悬垂,xuán chuí,cubrir,drapieren
drizzle,bruine,细雨,xì yǔ,llovizna,nieselregen
drone,drone,无人机,wú rén jī,zumbido,drohne
drought,la sécheresse,干旱,gān hàn,sequía,trockenheit
drowsy,somnolent,昏昏欲睡,hūn hūn yù shuì,soñoliento,schläfrig
dusk,crépuscule,黄昏,huáng hūn,oscuridad,dämmerung
dutch,néerlandais,荷兰语,hé lán yǔ,holandés,niederländisch
dynasty,dynastie,王朝,wáng zhāo,dinastía,dynastie
dysentery,dysenterie,痢,lì,disentería,ruhr
earnings,gains,收益,shōu yì,ganancias,verdienste
easel,chevalet,画架,huà jià,caballete,staffelei
edible,comestible,食用,shí yòng,comestible,essbar
egoism,égoïsme,利己主义,lì jǐ zhǔ yì,egoísmo,egoismus
embankment,digue,堤,dī,terraplén,damm
embark,embarquer,登船,dēng chuán,embarcar,einschiffen
embroider,broder,绣,xiù,bordar,sticken
empower,habiliter,授权,shòu quán,autorizar,ermächtigen
endorse,endosser,背书,bèi shū,endosar,befürworten
enrich,enrichir,丰富,fēng fù,enriquecer,bereichern
entail,entraîner,包含,bāo hán,implicar,mit sich bringen
envisage,envisager,设想,shè xiǎng,prever,sich vorstellen
err,se tromper,呃,è,errar,irren
escalator,escalier mécanique,自动扶梯,zì dòng fú tī,escalera mecánica,rolltreppe
evasion,évasion,逃避,táo bì,evasión,ausweichen
excel,exceller,擅长,shàn cháng,sobresalir,übertreffen
exempt,exempter,豁免,huo miǎn,eximir,befreit
exhale,exhaler,呼气,hū qì,exhalar,ausatmen
expedient,opportun,权宜,quán yí,conveniente,zweckmäßig
expend,dépenser,花费,huā fèi,gastar,aufwenden
extinct,disparu,灭绝,miè jué,extinto,ausgestorben
fable,fable,寓言,yù yán,fábula,fabel
faciliate,faciliter,促进,cù jìn,facilitar,erleichtern
falcon,faucon,鹘,gú,halcón,falke
fastidious,délicat,挑剔,tiāo tī,fastidioso,anspruchsvoll
fathom,brasse,捉摸,zhuō mō,braza,ergründen
feat,exploit,壮举,zhuàng jǔ,con,kunststück
feeble,faible,微弱,wēi ruo,débil,schwach
ferocious,féroce,凶猛,xiōng měng,feroz,grausam
fibre,fibre,纤维,xiān wéi,fibra,faser
fiddle,violon,小提琴,xiǎo tí qín,violín,geige
fig,figure,无花果,wú huā guǒ,higo,feige
fillet,filet,鱼片,yú piàn,filete,filet
flake,flocon,薄片,bó piàn,escama,flocke
flask,ballon,烧瓶,shāo píng,matraz,flasche
flippers,palmes,鳍状肢,qí zhuàng zhī,aletas,flossen
flourish,fleurir,繁荣,fán róng,florecer,blühen
flute,flûte,长笛,cháng dí,flauta,flöte
foliage,feuillage,叶子,xié zǐ,follaje,laub
fortress,forteresse,堡垒,bǎo lěi,fortaleza,festung
frenzy,frénésie,狂热,kuáng rè,frenesí,raserei
funnel,entonnoir,漏斗,lòu dǒu,embudo,trichter
gild,dorer,镀金,dù jīn,dorar,vergolden
gills,branchies,鳃,sāi,branquias,kiemen
giraffe,girafe,长颈鹿,cháng jǐng lù,jirafa,giraffe
girdle,ceinture,腰带,yāo dài,faja,gürtel
gloss,brillant,光泽,guāng zé,brillo,glanz
gnat,moucheron,蚊子,wén zǐ,mosquito,mücke
go-between,intermédiaire,中间人,zhōng jiān rén,intermediario,vermittler
grope,tâtonner,摸索,mō suǒ,ir a tientas,tasten
guile,ruse,诡计,guǐ jì,engaño,list
gust,rafale,阵风,zhèn fēng,ráfaga,böe
haphazard,au hasard,偶然,ǒu rán,al azar,planlos
harness,harnais,马具,mǎ jù,aprovechar,geschirr
haze,brume,阴霾,yīn mái,calina,dunst
hearth,foyer,炉,lú,hogar,feuerstelle
hedge,haie,树篱,shù lí,cobertura,hecke
helm,barre,舵,duo,timón,helm
heritage,patrimoine,遗产,yí chǎn,herencia,erbe
heron,héron,苍鹭,cāng lù,garza,reiher
herring,hareng,鲱鱼,fēi yú,arenque,hering
hew,tailler,槎,chā,él w,hauen
highjack,détournement,劫持,jié chí,highjack,highjack
hind,de derrière,后,hòu,posterior,hintere
hurdle,obstacle,栏,lán,obstáculo,hürde
hurl,lancer,投,tóu,lanzar,schleudern
hybrid,hybride,杂交种,zá jiāo chóng,híbrido,hybrid
icicle,stalactite,冰柱,bīng zhù,carámbano,eiszapfen
ignoble,ignoble,卑鄙的,bēi bǐ de,innoble,unedel
illuminate,éclairer,照亮,zhào liàng,iluminar,erleuchten
imaginable,imaginable,可以想象的,kě yǐ xiǎng xiàng de,imaginable,denkbar
immense,immense,巨大,jù dà,inmenso,immens
imminent,imminent,迫在眉睫的,po zài méi jié de,inminente,unmittelbar bevorstehend
immobile,immobile,不动,bù dòng,inmóvil,unbeweglich
immoderate,immodéré,无节制的,wú jié zhì de,inmoderado,maßlos
impatience,impatience,不耐烦,bù nài fán,impaciencia,ungeduld
impossibility,impossibilité,不可能,bù kě néng,imposibilidad,unmöglichkeit
imprison,emprisonner,监禁,jiān jìn,encarcelar,einsperren
improbable,improbable,不可能的,bù kě néng de,improbable,unwahrscheinlich
imprudence,imprudence,轻率,qīng lǜ,imprudencia,unvorsichtigkeit
impure,impur,不纯洁的,bù chún jí de,impuro,unrein
inaccessible,inaccessible,无法接近,wú fǎ jiē jìn,inaccesible,nicht zugänglich
inaccurate,inexacte,不准确,bù zhǔn què,incorrecto,ungenau
inaudible,inaudible,听不见,tīng bù jiàn,inaudible,unverständlich
inaugurate,inaugurer,就职,jiù zhí,inaugurar,weihen
inclination,inclination,倾角,qīng jiǎo,inclinación,neigung
incomparable,incomparable,无与伦比的,wú yǔ lún bǐ de,incomparable,unvergleichlich
incompatible,incompatible,不相容,bù xiāng róng,incompatible,unvereinbar
incomprehensible,incompréhensible,难以理解,nán yǐ lǐ jiě,incomprensible,unverständlich
indecent,indécent,不雅的,bù yǎ de,indecente,unanständig
indictment,accusation,起诉书,qǐ sù shū,acusación,anklage
indifference,indifférence,漠不关心,mo bù guān xīn,indiferencia,gleichgültigkeit
